sample	time	L_monocytogenes	S_enterica	B_cereus	S_aureus	S_epidermidis	E_faecalis	total_cfu	seq_id	Observed_Seq	Observed_QC	Observed_Pool	Observed_other	Available_Seq	Available_QC	Available_Pool	Available_other	Mean_Sample_Cov_Pool	seq_code	size_factor	seq_depth	lib_size_raw	lib_size
190616360808.1.1.2	T30	2000	2000	200	2000	200	2000	8400	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	2048	3103.030303030303
190616360809.1.1.2	T30	2000	2000	200	2000	200	2000	8400	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	1740	2636.363636363636
190616360810.1.1.2	T30	2000	2000	200	2000	200	2000	8400	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	1844	2793.939393939394
190616360811.1.1.2	T30	2000	2000	200	2000	200	2000	8400	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	3400	5151.515151515151
190616360812.1.1.2	T30	2000	2000	200	2000	200	2000	8400	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	2565	3886.363636363636
190616360813.1.1.2	T0	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	15411	23350
190616360814.1.1.2	T0	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	13780	20878.78787878788
190616360815.1.1.2	T0	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	14805	22431.81818181818
190616360816.1.1.2	T0	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	20105	30462.121212121212
190616360817.1.1.2	T0	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	16640	25212.121212121212
190616360818.1.1.2	T7	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	17224	26096.969696969696
190616360819.1.1.2	T7	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	15616	23660.60606060606
190616360820.1.1.2	T7	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	17952	27199.999999999996
190616360821.1.1.2	T7	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	21887	33162.12121212121
190616360822.1.1.2	T7	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	16732	25351.515151515152
190616360823.1.1.2	T30	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	15541	23546.969696969696
190616360824.1.1.2	T30	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	15806	23948.484848484848
190616360825.1.1.2	T30	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	21000	31818.181818181816
190616360826.1.1.2	T30	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	20692	31351.515151515152
190616360827.1.1.2	T30	20000	20000	2000	20000	2000	20000	84000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	14985	22704.545454545452
190616360828.1.1.2	T0	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	30801	46668.181818181816
190616360829.1.1.2	T0	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	28457	43116.666666666664
190616360830.1.1.2	T0	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	31584	47854.545454545456
190616360831.1.1.2	T0	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	30272	45866.666666666664
190616360832.1.1.2	T0	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	20056	30387.878787878784
190616360833.1.1.2	T7	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	33136	50206.06060606061
190616360834.1.1.2	T7	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	28617	43359.090909090904
190616360835.1.1.2	T7	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	26743	40519.69696969697
190616360836.1.1.2	T7	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	18063	27368.181818181816
190616360837.1.1.2	T7	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	20632	31260.60606060606
190616360838.1.1.2	T30	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	28841	43698.48484848485
190616360839.1.1.2	T30	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	24130	36560.60606060606
190616360840.1.1.2	T30	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	28281	42850
190616360841.1.1.2	T30	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	26328	39890.90909090909
190616360842.1.1.2	T30	200000	200000	20000	200000	20000	200000	840000	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	27964	42369.69696969697
190616360768.1.1.2	T0	20	20	2	20	2	20	84	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	0	0
190616360770.1.1.2	T0	20	20	2	20	2	20	84	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	0	0
190616360771.1.1.2	T0	20	20	2	20	2	20	84	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	0	0
190616360773.1.1.2	T7	20	20	2	20	2	20	84	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	11	16.666666666666664
190616360774.1.1.2	T7	20	20	2	20	2	20	84	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	10	15.15151515151515
190616360777.1.1.2	T7	20	20	2	20	2	20	84	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	0	0
190616360779.1.1.2	T30	20	20	2	20	2	20	84	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	0	0
190616360780.1.1.2	T30	20	20	2	20	2	20	84	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	0	0
190616360781.1.1.2	T30	20	20	2	20	2	20	84	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	0	0
190616360782.1.1.2	T30	20	20	2	20	2	20	84	seq2	23985332	30583	3179771	20622065	25000000	30000	2970000	22000000	29700	190816_M02526_0243_000000000-CHW9T	0.66	3179771	0	0
190616360769.1.1.3	T0	20	20	2	20	2	20	84	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	20	31.97158081705151
190616360770.1.1.3	T0	20	20	2	20	2	20	84	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	13	20.781527531083483
190616360772.1.1.3	T0	20	20	2	20	2	20	84	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	49	78.3303730017762
190616360775.1.1.3	T7	20	20	2	20	2	20	84	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	20	31.97158081705151
190616360778.1.1.3	T30	20	20	2	20	2	20	84	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	12	19.182948490230906
190616360780.1.1.3	T30	20	20	2	20	2	20	84	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	11	17.584369449378332
190616360783.1.1.3	T0	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	212	338.898756660746
190616360784.1.1.3	T0	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	313	500.35523978685615
190616360785.1.1.3	T0	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	136	217.40674955595028
190616360786.1.1.3	T0	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	151	241.38543516873892
190616360787.1.1.3	T0	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	134	214.20959147424512
190616360788.1.1.3	T7	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	238	380.46181172291296
190616360789.1.1.3	T7	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	155	247.7797513321492
190616360790.1.1.3	T7	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	216	345.2930728241563
190616360791.1.1.3	T7	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	127	203.0195381882771
190616360792.1.1.3	T7	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	115	183.8365896980462
190616360793.1.1.3	T30	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	199	318.1172291296625
190616360794.1.1.3	T30	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	160	255.77264653641208
190616360795.1.1.3	T30	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	208	332.5044404973357
190616360796.1.1.3	T30	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	258	412.4333925399645
190616360797.1.1.3	T30	200	200	20	200	20	200	840	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	184	294.1385435168739
190616360798.1.1.3	T0	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	1347	2153.285968028419
190616360799.1.1.3	T0	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	2243	3585.612788632327
190616360800.1.1.3	T0	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	3362	5374.422735346359
190616360801.1.1.3	T0	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	1420	2269.9822380106575
190616360802.1.1.3	T0	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	1337	2137.3001776198935
190616360803.1.1.3	T7	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	1986	3174.777975133215
190616360804.1.1.3	T7	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	2306	3686.3232682060393
190616360805.1.1.3	T7	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	1798	2874.245115452931
190616360806.1.1.3	T7	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	2801	4477.619893428065
190616360807.1.1.3	T7	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	2954	4722.202486678508
190616360808.1.1.3	T30	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	1787	2856.6607460035525
190616360809.1.1.3	T30	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	1570	2509.7690941385436
190616360810.1.1.3	T30	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	1635	2613.676731793961
190616360811.1.1.3	T30	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	2814	4498.401420959148
190616360812.1.1.3	T30	2000	2000	200	2000	200	2000	8400	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	2285	3652.7531083481354
190616360813.1.1.3	T0	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	13746	21974.067495559502
190616360814.1.1.3	T0	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	12359	19756.838365896983
190616360815.1.1.3	T0	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	13189	21083.65896980462
190616360816.1.1.3	T0	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	16778	26820.959147424514
190616360817.1.1.3	T0	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	13893	22209.05861456483
190616360818.1.1.3	T7	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	14451	23101.06571936057
190616360819.1.1.3	T7	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	13031	20831.083481349913
190616360820.1.1.3	T7	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	15524	24816.34103019538
190616360821.1.1.3	T7	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	18431	29463.41030195382
190616360822.1.1.3	T7	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	14217	22726.998223801067
190616360823.1.1.3	T30	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	12933	20674.42273534636
190616360824.1.1.3	T30	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	13152	21024.511545293073
190616360825.1.1.3	T30	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	17833	28507.46003552398
190616360826.1.1.3	T30	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	17312	27674.60035523979
190616360827.1.1.3	T30	20000	20000	2000	20000	2000	20000	84000	seq3	26025704	36191	2801656	23187857	25000000	30000	2815000	22155000	28150	190823_M02526_0245_000000000-CJVYY	0.6255555555555555	2801656	12425	19862.34458259325
